GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),ENVCAUSE (CODE),ENVCAUSE (DISPLAY),ENVCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
SDGAIRBOD,Ambient and household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2019,2019,,AFR,Africa,,,2019,2019,,,ZWE,Zimbabwe,,,,,MLE,Male,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,1 [1-1],0.99540,0.77418,1.20338,,,
SDGAIRBODA,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2019,2019,,AFR,Africa,,,2019,2019,,,ZWE,Zimbabwe,,,,,BTSX,Both sexes,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,11 [7-17],10.86829,6.85340,16.50203,,,
SDGAIRBODA,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2019,2019,,AFR,Africa,,,2019,2019,,,ZWE,Zimbabwe,,,,,BTSX,Both sexes,,,,,ENVCAUSE113,Ischaemic heart disease,,69 [52-83],68.73481,52.39686,83.30786,,,
SDGAIRBODA,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2019,2019,,AFR,Africa,,,2019,2019,,,ZWE,Zimbabwe,,,,,BTSX,Both sexes,,,,,ENVCAUSE039,Lower respiratory infections,,74 [61-88],74.33557,61.16140,87.95455,,,
SDGAIRBODA,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2019,2019,,AFR,Africa,,,2019,2019,,,ZWE,Zimbabwe,,,,,BTSX,Both sexes,,,,,ENVCAUSE114,Stroke,,33 [20-47],33.27470,20.43157,47.44637,,,
SDGAIRBODA,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2019,2019,,AFR,Africa,,,2019,2019,,,ZWE,Zimbabwe,,,,,BTSX,Both sexes,,,,,ENVCAUSE000,Total,,190 [161-220],189.61773,160.94928,220.38045,,,
SDGAIRBODA,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2019,2019,,AFR,Africa,,,2019,2019,,,ZWE,Zimbabwe,,,,,BTSX,Both sexes,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,2 [2-3],2.40436,1.91417,2.85545,,,
SDGAIRBODA,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2019,2019,,AFR,Africa,,,2019,2019,,,ZWE,Zimbabwe,,,,,FMLE,Female,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,8 [5-12],8.19413,5.38042,12.20968,,,
SDGAIRBODA,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2019,2019,,AFR,Africa,,,2019,2019,,,ZWE,Zimbabwe,,,,,FMLE,Female,,,,,ENVCAUSE113,Ischaemic heart disease,,65 [50-79],65.21913,50.02484,78.87601,,,
SDGAIRBODA,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2019,2019,,AFR,Africa,,,2019,2019,,,ZWE,Zimbabwe,,,,,FMLE,Female,,,,,ENVCAUSE039,Lower respiratory infections,,57 [47-67],56.52491,46.62820,66.75577,,,
SDGAIRBODA,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2019,2019,,AFR,Africa,,,2019,2019,,,ZWE,Zimbabwe,,,,,FMLE,Female,,,,,ENVCAUSE114,Stroke,,32 [20-46],32.26918,20.00473,45.70987,,,
SDGAIRBODA,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2019,2019,,AFR,Africa,,,2019,2019,,,ZWE,Zimbabwe,,,,,FMLE,Female,,,,,ENVCAUSE000,Total,,164 [139-191],164.19636,138.96333,191.12509,,,
SDGAIRBODA,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2019,2019,,AFR,Africa,,,2019,2019,,,ZWE,Zimbabwe,,,,,FMLE,Female,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,2 [2-2],1.98901,1.61451,2.32119,,,
SDGAIRBODA,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2019,2019,,AFR,Africa,,,2019,2019,,,ZWE,Zimbabwe,,,,,MLE,Male,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,16 [9-24],15.60757,9.45865,24.21500,,,
SDGAIRBODA,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2019,2019,,AFR,Africa,,,2019,2019,,,ZWE,Zimbabwe,,,,,MLE,Male,,,,,ENVCAUSE113,Ischaemic heart disease,,72 [54-88],72.08220,54.03248,87.94264,,,
SDGAIRBODA,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2019,2019,,AFR,Africa,,,2019,2019,,,ZWE,Zimbabwe,,,,,MLE,Male,,,,,ENVCAUSE039,Lower respiratory infections,,100 [82-119],100.17464,82.13514,119.07320,,,
SDGAIRBODA,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2019,2019,,AFR,Africa,,,2019,2019,,,ZWE,Zimbabwe,,,,,MLE,Male,,,,,ENVCAUSE114,Stroke,,34 [21-49],34.05694,20.56481,49.35348,,,
SDGAIRBODA,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2019,2019,,AFR,Africa,,,2019,2019,,,ZWE,Zimbabwe,,,,,MLE,Male,,,,,ENVCAUSE000,Total,,225 [191-262],225.13400,191.39955,261.87014,,,
SDGAIRBODA,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2019,2019,,AFR,Africa,,,2019,2019,,,ZWE,Zimbabwe,,,,,MLE,Male,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,3 [2-4],3.21265,2.49866,3.88393,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1990,1990,,AFR,Africa,,,1990,1990,,,ZWE,Zimbabwe,,,,,MLE,Male,,,,,,,,22.57 [16.36-31.69],22.57000,16.36000,31.69000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1990,1990,,AFR,Africa,,,1990,1990,,,ZWE,Zimbabwe,,,,,FMLE,Female,,,,,,,,26.24 [19.39-35.91],26.24000,19.39000,35.91000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1991,1991,,AFR,Africa,,,1991,1991,,,ZWE,Zimbabwe,,,,,BTSX,Both sexes,,,,,,,,25.77 [19.12-35.48],25.77000,19.12000,35.48000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1991,1991,,AFR,Africa,,,1991,1991,,,ZWE,Zimbabwe,,,,,FMLE,Female,,,,,,,,27.85 [20.59-38.12],27.85000,20.59000,38.12000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1990,1990,,AFR,Africa,,,1990,1990,,,ZWE,Zimbabwe,,,,,BTSX,Both sexes,,,,,,,,24.4 [18.1-33.59],24.40000,18.10000,33.59000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1991,1991,,AFR,Africa,,,1991,1991,,,ZWE,Zimbabwe,,,,,MLE,Male,,,,,,,,23.7 [17.18-33.28],23.70000,17.18000,33.28000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1992,1992,,AFR,Africa,,,1992,1992,,,ZWE,Zimbabwe,,,,,FMLE,Female,,,,,,,,27.71 [20.48-37.93],27.71000,20.48000,37.93000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1992,1992,,AFR,Africa,,,1992,1992,,,ZWE,Zimbabwe,,,,,MLE,Male,,,,,,,,23.5 [17.03-33],23.50000,17.03000,33.00000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1993,1993,,AFR,Africa,,,1993,1993,,,ZWE,Zimbabwe,,,,,MLE,Male,,,,,,,,22.25 [16.13-31.25],22.25000,16.13000,31.25000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1993,1993,,AFR,Africa,,,1993,1993,,,ZWE,Zimbabwe,,,,,BTSX,Both sexes,,,,,,,,24.28 [18.01-33.42],24.28000,18.01000,33.42000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1994,1994,,AFR,Africa,,,1994,1994,,,ZWE,Zimbabwe,,,,,BTSX,Both sexes,,,,,,,,22.3 [16.54-30.69],22.30000,16.54000,30.69000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1994,1994,,AFR,Africa,,,1994,1994,,,ZWE,Zimbabwe,,,,,MLE,Male,,,,,,,,20.47 [14.83-28.74],20.47000,14.83000,28.74000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1994,1994,,AFR,Africa,,,1994,1994,,,ZWE,Zimbabwe,,,,,FMLE,Female,,,,,,,,24.15 [17.84-33.05],24.15000,17.84000,33.05000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1992,1992,,AFR,Africa,,,1992,1992,,,ZWE,Zimbabwe,,,,,BTSX,Both sexes,,,,,,,,25.6 [18.99-35.24],25.60000,18.99000,35.24000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1995,1995,,AFR,Africa,,,1995,1995,,,ZWE,Zimbabwe,,,,,FMLE,Female,,,,,,,,21.94 [16.21-30.02],21.94000,16.21000,30.02000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1995,1995,,AFR,Africa,,,1995,1995,,,ZWE,Zimbabwe,,,,,MLE,Male,,,,,,,,18.63 [13.5-26.16],18.63000,13.50000,26.16000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1995,1995,,AFR,Africa,,,1995,1995,,,ZWE,Zimbabwe,,,,,BTSX,Both sexes,,,,,,,,20.27 [15.04-27.91],20.27000,15.04000,27.91000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1993,1993,,AFR,Africa,,,1993,1993,,,ZWE,Zimbabwe,,,,,FMLE,Female,,,,,,,,26.32 [19.45-36.02],26.32000,19.45000,36.02000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1996,1996,,AFR,Africa,,,1996,1996,,,ZWE,Zimbabwe,,,,,FMLE,Female,,,,,,,,19.87 [14.69-27.2],19.87000,14.69000,27.20000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1996,1996,,AFR,Africa,,,1996,1996,,,ZWE,Zimbabwe,,,,,BTSX,Both sexes,,,,,,,,18.37 [13.62-25.29],18.37000,13.62000,25.29000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1996,1996,,AFR,Africa,,,1996,1996,,,ZWE,Zimbabwe,,,,,MLE,Male,,,,,,,,16.88 [12.24-23.71],16.88000,12.24000,23.71000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1997,1997,,AFR,Africa,,,1997,1997,,,ZWE,Zimbabwe,,,,,FMLE,Female,,,,,,,,18.04 [13.33-24.69],18.04000,13.33000,24.69000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1998,1998,,AFR,Africa,,,1998,1998,,,ZWE,Zimbabwe,,,,,FMLE,Female,,,,,,,,16.38 [12.1-22.41],16.38000,12.10000,22.41000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1998,1998,,AFR,Africa,,,1998,1998,,,ZWE,Zimbabwe,,,,,BTSX,Both sexes,,,,,,,,15.2 [11.27-20.92],15.20000,11.27000,20.92000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1999,1999,,AFR,Africa,,,1999,1999,,,ZWE,Zimbabwe,,,,,BTSX,Both sexes,,,,,,,,13.95 [10.35-19.2],13.95000,10.35000,19.20000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1997,1997,,AFR,Africa,,,1997,1997,,,ZWE,Zimbabwe,,,,,MLE,Male,,,,,,,,15.41 [11.17-21.64],15.41000,11.17000,21.64000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1999,1999,,AFR,Africa,,,1999,1999,,,ZWE,Zimbabwe,,,,,FMLE,Female,,,,,,,,15.02 [11.1-20.55],15.02000,11.10000,20.55000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1999,1999,,AFR,Africa,,,1999,1999,,,ZWE,Zimbabwe,,,,,MLE,Male,,,,,,,,12.9 [9.35-18.11],12.90000,9.35000,18.11000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2002,2002,,AFR,Africa,,,2002,2002,,,ZWE,Zimbabwe,,,,,MLE,Male,,,,,,,,10.21 [7.4-14.34],10.21000,7.40000,14.34000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2000,2000,,AFR,Africa,,,2000,2000,,,ZWE,Zimbabwe,,,,,MLE,Male,,,,,,,,11.9 [8.63-16.71],11.90000,8.63000,16.71000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2001,2001,,AFR,Africa,,,2001,2001,,,ZWE,Zimbabwe,,,,,BTSX,Both sexes,,,,,,,,11.96 [8.87-16.47],11.96000,8.87000,16.47000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2001,2001,,AFR,Africa,,,2001,2001,,,ZWE,Zimbabwe,,,,,MLE,Male,,,,,,,,11.07 [8.02-15.55],11.07000,8.02000,15.55000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2003,2003,,AFR,Africa,,,2003,2003,,,ZWE,Zimbabwe,,,,,FMLE,Female,,,,,,,,11.05 [8.17-15.12],11.05000,8.17000,15.12000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2003,2003,,AFR,Africa,,,2003,2003,,,ZWE,Zimbabwe,,,,,MLE,Male,,,,,,,,9.5 [6.88-13.34],9.50000,6.88000,13.34000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2002,2002,,AFR,Africa,,,2002,2002,,,ZWE,Zimbabwe,,,,,BTSX,Both sexes,,,,,,,,11.04 [8.19-15.19],11.04000,8.19000,15.19000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2002,2002,,AFR,Africa,,,2002,2002,,,ZWE,Zimbabwe,,,,,FMLE,Female,,,,,,,,11.87 [8.77-16.25],11.87000,8.77000,16.25000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2000,2000,,AFR,Africa,,,2000,2000,,,ZWE,Zimbabwe,,,,,BTSX,Both sexes,,,,,,,,12.86 [9.54-17.71],12.86000,9.54000,17.71000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2005,2005,,AFR,Africa,,,2005,2005,,,ZWE,Zimbabwe,,,,,BTSX,Both sexes,,,,,,,,9.2 [6.82-12.66],9.20000,6.82000,12.66000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2004,2004,,AFR,Africa,,,2004,2004,,,ZWE,Zimbabwe,,,,,BTSX,Both sexes,,,,,,,,9.75 [7.23-13.42],9.75000,7.23000,13.42000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2001,2001,,AFR,Africa,,,2001,2001,,,ZWE,Zimbabwe,,,,,FMLE,Female,,,,,,,,12.87 [9.51-17.62],12.87000,9.51000,17.62000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2005,2005,,AFR,Africa,,,2005,2005,,,ZWE,Zimbabwe,,,,,MLE,Male,,,,,,,,8.49 [6.16-11.93],8.49000,6.16000,11.93000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2004,2004,,AFR,Africa,,,2004,2004,,,ZWE,Zimbabwe,,,,,MLE,Male,,,,,,,,9.01 [6.53-12.65],9.01000,6.53000,12.65000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2006,2006,,AFR,Africa,,,2006,2006,,,ZWE,Zimbabwe,,,,,FMLE,Female,,,,,,,,9.45 [6.98-12.93],9.45000,6.98000,12.93000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2006,2006,,AFR,Africa,,,2006,2006,,,ZWE,Zimbabwe,,,,,MLE,Male,,,,,,,,8.11 [5.88-11.39],8.11000,5.88000,11.39000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2003,2003,,AFR,Africa,,,2003,2003,,,ZWE,Zimbabwe,,,,,BTSX,Both sexes,,,,,,,,10.27 [7.62-14.14],10.27000,7.62000,14.14000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2007,2007,,AFR,Africa,,,2007,2007,,,ZWE,Zimbabwe,,,,,BTSX,Both sexes,,,,,,,,8.29 [6.15-11.41],8.29000,6.15000,11.41000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2007,2007,,AFR,Africa,,,2007,2007,,,ZWE,Zimbabwe,,,,,FMLE,Female,,,,,,,,8.92 [6.59-12.21],8.92000,6.59000,12.21000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2004,2004,,AFR,Africa,,,2004,2004,,,ZWE,Zimbabwe,,,,,FMLE,Female,,,,,,,,10.49 [7.76-14.36],10.49000,7.76000,14.36000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2005,2005,,AFR,Africa,,,2005,2005,,,ZWE,Zimbabwe,,,,,FMLE,Female,,,,,,,,9.91 [7.32-13.56],9.91000,7.32000,13.56000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2008,2008,,AFR,Africa,,,2008,2008,,,ZWE,Zimbabwe,,,,,FMLE,Female,,,,,,,,8.41 [6.22-11.51],8.41000,6.22000,11.51000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2006,2006,,AFR,Africa,,,2006,2006,,,ZWE,Zimbabwe,,,,,BTSX,Both sexes,,,,,,,,8.78 [6.51-12.08],8.78000,6.51000,12.08000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2009,2009,,AFR,Africa,,,2009,2009,,,ZWE,Zimbabwe,,,,,BTSX,Both sexes,,,,,,,,7.31 [5.43-10.07],7.31000,5.43000,10.07000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2010,2010,,AFR,Africa,,,2010,2010,,,ZWE,Zimbabwe,,,,,FMLE,Female,,,,,,,,7.28 [5.38-9.96],7.28000,5.38000,9.96000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2010,2010,,AFR,Africa,,,2010,2010,,,ZWE,Zimbabwe,,,,,MLE,Male,,,,,,,,6.19 [4.49-8.69],6.19000,4.49000,8.69000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2007,2007,,AFR,Africa,,,2007,2007,,,ZWE,Zimbabwe,,,,,MLE,Male,,,,,,,,7.65 [5.55-10.75],7.65000,5.55000,10.75000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2012,2012,,AFR,Africa,,,2012,2012,,,ZWE,Zimbabwe,,,,,BTSX,Both sexes,,,,,,,,5.13 [3.8-7.06],5.13000,3.80000,7.06000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2008,2008,,AFR,Africa,,,2008,2008,,,ZWE,Zimbabwe,,,,,MLE,Male,,,,,,,,7.21 [5.22-10.12],7.21000,5.22000,10.12000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2009,2009,,AFR,Africa,,,2009,2009,,,ZWE,Zimbabwe,,,,,FMLE,Female,,,,,,,,7.89 [5.83-10.8],7.89000,5.83000,10.80000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2012,2012,,AFR,Africa,,,2012,2012,,,ZWE,Zimbabwe,,,,,MLE,Male,,,,,,,,4.49 [3.25-6.31],4.49000,3.25000,6.31000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2011,2011,,AFR,Africa,,,2011,2011,,,ZWE,Zimbabwe,,,,,MLE,Male,,,,,,,,5.44 [3.94-7.63],5.44000,3.94000,7.63000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2013,2013,,AFR,Africa,,,2013,2013,,,ZWE,Zimbabwe,,,,,MLE,Male,,,,,,,,4.11 [2.98-5.77],4.11000,2.98000,5.77000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2014,2014,,AFR,Africa,,,2014,2014,,,ZWE,Zimbabwe,,,,,FMLE,Female,,,,,,,,4.95 [3.66-6.77],4.95000,3.66000,6.77000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2014,2014,,AFR,Africa,,,2014,2014,,,ZWE,Zimbabwe,,,,,MLE,Male,,,,,,,,3.63 [2.63-5.09],3.63000,2.63000,5.09000,,,
