GHO (CODE),GHO (DISPLAY),GHO (URL),GBDCHILDCAUSES (CODE),GBDCHILDCAUSES (DISPLAY),GBDCHILDCAUSES (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),CHILDCAUSE (CODE),CHILDCAUSE (DISPLAY),CHILDCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/64,,,,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,,,,ZWE,Zimbabwe,,,,,BTSX,Both sexes,,,,,,,,697,696.87420,,,,,
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/64,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZWE,Zimbabwe,,,,,MLE,Male,,,,,,,,725,725.30000,,,,,
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/64,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZWE,Zimbabwe,,,,,FMLE,Female,,,,,,,,670,669.58940,,,,,
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/64,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,ZWE,Zimbabwe,,,,,BTSX,Both sexes,,,,,,,,596,596.27840,,,,,
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/64,,,,PUBLISHED,Published,,2009,2009,,AFR,2009,2009,Africa,,,,,ZWE,Zimbabwe,,,,,MLE,Male,,,,,,,,586,585.96940,,,,,
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/64,,,,PUBLISHED,Published,,2009,2009,,AFR,2009,2009,Africa,,,,,ZWE,Zimbabwe,,,,,FMLE,Female,,,,,,,,530,529.87130,,,,,
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/64,,,,PUBLISHED,Published,,2009,2009,,AFR,2009,2009,Africa,,,,,ZWE,Zimbabwe,,,,,BTSX,Both sexes,,,,,,,,554,554.22380,,,,,
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/64,,,,PUBLISHED,Published,,2014,2014,,AFR,2014,2014,Africa,,,,,ZWE,Zimbabwe,,,,,FMLE,Female,,,,,,,,328,328.22810,,,,,
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/64,,,,PUBLISHED,Published,,2014,2014,,AFR,2014,2014,Africa,,,,,ZWE,Zimbabwe,,,,,BTSX,Both sexes,,,,,,,,358,358.44110,,,,,
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/64,,,,PUBLISHED,Published,,2015,2015,,AFR,2015,2015,Africa,,,,,ZWE,Zimbabwe,,,,,MLE,Male,,,,,,,,383,383.25810,,,,,
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/64,,,,PUBLISHED,Published,,2015,2015,,AFR,2015,2015,Africa,,,,,ZWE,Zimbabwe,,,,,FMLE,Female,,,,,,,,314,313.56950,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,,,,ZWE,Zimbabwe,,DAYS0-27,0-27 days,,,,,,,,CH2,HIV/AIDSHIV/AIDS,,157,157.41000,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,,,,ZWE,Zimbabwe,,DAYS0-27,0-27 days,,,,,,,,CH2,HIV/AIDSHIV/AIDS,,0.4,0.38575,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,,,,ZWE,Zimbabwe,,DAYS0-27,0-27 days,,,,,,,,CH2,HIV/AIDSHIV/AIDS,,0,0.01391,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,,,,ZWE,Zimbabwe,,MONTHS1-59,1-59 months,,,,,,,,CH2,HIV/AIDSHIV/AIDS,,15584,15583.59000,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,,,,ZWE,Zimbabwe,,YEARS0-4,0-4 years,,,,,,,,CH3,Diarrhoeal diseasesDiarrhoeal diseases,,0.1,0.07199,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,,,,ZWE,Zimbabwe,,DAYS0-27,0-27 days,,,,,,,,CH5,TetanusTetanus,,117,117.03630,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,,,,ZWE,Zimbabwe,,DAYS0-27,0-27 days,,,,,,,,CH5,TetanusTetanus,,0.3,0.28681,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,,,,ZWE,Zimbabwe,,DAYS0-27,0-27 days,,,,,,,,CH5,TetanusTetanus,,0,0.01034,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,,,,ZWE,Zimbabwe,,YEARS0-4,0-4 years,,,,,,,,CH6,MeaslesMeasles,,124,123.83160,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,,,,ZWE,Zimbabwe,,YEARS0-4,0-4 years,,,,,,,,CH6,MeaslesMeasles,,0.3,0.30346,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,,,,ZWE,Zimbabwe,,YEARS0-4,0-4 years,,,,,,,,CH6,MeaslesMeasles,,0,0.00309,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,,,,ZWE,Zimbabwe,,DAYS0-27,0-27 days,,,,,,,,CH7,Meningitis/encephalitisMeningitis/encephalitis,,110,110.20300,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,,,,ZWE,Zimbabwe,,MONTHS1-59,1-59 months,,,,,,,,CH8,MalariaMalaria,,0,0.03439,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,,,,ZWE,Zimbabwe,,YEARS0-4,0-4 years,,,,,,,,CH8,MalariaMalaria,,987,987.00000,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,,,,ZWE,Zimbabwe,,YEARS0-4,0-4 years,,,,,,,,CH8,MalariaMalaria,,2.4,2.41874,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,,,,ZWE,Zimbabwe,,YEARS0-4,0-4 years,,,,,,,,CH8,MalariaMalaria,,0,0.02466,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,,,,ZWE,Zimbabwe,,MONTHS1-59,1-59 months,,,,,,,,CH10,PrematurityPrematurity,,0.9,0.93820,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,,,,ZWE,Zimbabwe,,MONTHS1-59,1-59 months,,,,,,,,CH10,PrematurityPrematurity,,0,0.01334,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,,,,ZWE,Zimbabwe,,YEARS0-4,0-4 years,,,,,,,,CH10,PrematurityPrematurity,,4202,4202.14000,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,,,,ZWE,Zimbabwe,,YEARS0-4,0-4 years,,,,,,,,CH10,PrematurityPrematurity,,10.3,10.29777,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,,,,ZWE,Zimbabwe,,DAYS0-27,0-27 days,,,,,,,,CH12,Sepsis and other infectious conditions of the newbornSepsis and other infectious conditions of the newborn,,0.1,0.12461,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,,,,ZWE,Zimbabwe,,MONTHS1-59,1-59 months,,,,,,,,CH12,Sepsis and other infectious conditions of the newbornSepsis and other infectious conditions of the newborn,,0,0.00000,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,,,,ZWE,Zimbabwe,,MONTHS1-59,1-59 months,,,,,,,,CH12,Sepsis and other infectious conditions of the newbornSepsis and other infectious conditions of the newborn,,0,0.00000,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,,,,ZWE,Zimbabwe,,MONTHS1-59,1-59 months,,,,,,,,CH12,Sepsis and other infectious conditions of the newbornSepsis and other infectious conditions of the newborn,,0,0.00000,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,,,,ZWE,Zimbabwe,,YEARS0-4,0-4 years,,,,,,,,CH12,Sepsis and other infectious conditions of the newbornSepsis and other infectious conditions of the newborn,,1411,1410.63200,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,,,,ZWE,Zimbabwe,,DAYS0-27,0-27 days,,,,,,,,CH15,Congenital anomaliesCongenital anomalies,,1.9,1.93678,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,,,,ZWE,Zimbabwe,,DAYS0-27,0-27 days,,,,,,,,CH15,Congenital anomaliesCongenital anomalies,,0.1,0.06982,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,,,,ZWE,Zimbabwe,,MONTHS1-59,1-59 months,,,,,,,,CH15,Congenital anomaliesCongenital anomalies,,686,686.30150,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,,,,ZWE,Zimbabwe,,MONTHS1-59,1-59 months,,,,,,,,CH15,Congenital anomaliesCongenital anomalies,,1.7,1.68185,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,,,,ZWE,Zimbabwe,,DAYS0-27,0-27 days,,,,,,,,CH17,InjuriesInjuries,,72,72.02662,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,,,,ZWE,Zimbabwe,,DAYS0-27,0-27 days,,,,,,,,CH17,InjuriesInjuries,,0.2,0.17651,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,,,,ZWE,Zimbabwe,,DAYS0-27,0-27 days,,,,,,,,CH17,InjuriesInjuries,,0,0.00636,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,,,,ZWE,Zimbabwe,,MONTHS1-59,1-59 months,,,,,,,,CH17,InjuriesInjuries,,958,957.77400,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2001,2001,,AFR,2001,2001,Africa,,,,,ZWE,Zimbabwe,,YEARS0-4,0-4 years,,,,,,,,CH2,HIV/AIDSHIV/AIDS,,0.4,0.37077,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2001,2001,,AFR,2001,2001,Africa,,,,,ZWE,Zimbabwe,,DAYS0-27,0-27 days,,,,,,,,CH3,Diarrhoeal diseasesDiarrhoeal diseases,,63,63.36180,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2001,2001,,AFR,2001,2001,Africa,,,,,ZWE,Zimbabwe,,DAYS0-27,0-27 days,,,,,,,,CH3,Diarrhoeal diseasesDiarrhoeal diseases,,0.2,0.15282,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2001,2001,,AFR,2001,2001,Africa,,,,,ZWE,Zimbabwe,,DAYS0-27,0-27 days,,,,,,,,CH3,Diarrhoeal diseasesDiarrhoeal diseases,,0,0.00550,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2001,2001,,AFR,2001,2001,Africa,,,,,ZWE,Zimbabwe,,YEARS0-4,0-4 years,,,,,,,,CH5,TetanusTetanus,,126,125.88650,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2001,2001,,AFR,2001,2001,Africa,,,,,ZWE,Zimbabwe,,YEARS0-4,0-4 years,,,,,,,,CH5,TetanusTetanus,,0.3,0.30361,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2001,2001,,AFR,2001,2001,Africa,,,,,ZWE,Zimbabwe,,YEARS0-4,0-4 years,,,,,,,,CH5,TetanusTetanus,,0,0.00312,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2001,2001,,AFR,2001,2001,Africa,,,,,ZWE,Zimbabwe,,DAYS0-27,0-27 days,,,,,,,,CH6,MeaslesMeasles,,0,0.00000,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2001,2001,,AFR,2001,2001,Africa,,,,,ZWE,Zimbabwe,,MONTHS1-59,1-59 months,,,,,,,,CH7,Meningitis/encephalitisMeningitis/encephalitis,,0,0.02457,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2001,2001,,AFR,2001,2001,Africa,,,,,ZWE,Zimbabwe,,YEARS0-4,0-4 years,,,,,,,,CH7,Meningitis/encephalitisMeningitis/encephalitis,,820,819.92290,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2001,2001,,AFR,2001,2001,Africa,,,,,ZWE,Zimbabwe,,YEARS0-4,0-4 years,,,,,,,,CH7,Meningitis/encephalitisMeningitis/encephalitis,,2,1.97749,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2001,2001,,AFR,2001,2001,Africa,,,,,ZWE,Zimbabwe,,YEARS0-4,0-4 years,,,,,,,,CH7,Meningitis/encephalitisMeningitis/encephalitis,,0,0.02033,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2001,2001,,AFR,2001,2001,Africa,,,,,ZWE,Zimbabwe,,MONTHS1-59,1-59 months,,,,,,,,CH9,Acute lower respiratory infectionsAcute lower respiratory infections,,9.5,9.49162,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2001,2001,,AFR,2001,2001,Africa,,,,,ZWE,Zimbabwe,,MONTHS1-59,1-59 months,,,,,,,,CH9,Acute lower respiratory infectionsAcute lower respiratory infections,,0.1,0.13657,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2001,2001,,AFR,2001,2001,Africa,,,,,ZWE,Zimbabwe,,YEARS0-4,0-4 years,,,,,,,,CH9,Acute lower respiratory infectionsAcute lower respiratory infections,,4760,4760.37500,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2001,2001,,AFR,2001,2001,Africa,,,,,ZWE,Zimbabwe,,YEARS0-4,0-4 years,,,,,,,,CH9,Acute lower respiratory infectionsAcute lower respiratory infections,,11.5,11.48105,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2001,2001,,AFR,2001,2001,Africa,,,,,ZWE,Zimbabwe,,DAYS0-27,0-27 days,,,,,,,,CH11,Birth asphyxia and birth traumaBirth asphyxia and birth trauma,,0.3,0.30172,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2001,2001,,AFR,2001,2001,Africa,,,,,ZWE,Zimbabwe,,MONTHS1-59,1-59 months,,,,,,,,CH11,Birth asphyxia and birth traumaBirth asphyxia and birth trauma,,257,257.04730,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2001,2001,,AFR,2001,2001,Africa,,,,,ZWE,Zimbabwe,,MONTHS1-59,1-59 months,,,,,,,,CH11,Birth asphyxia and birth traumaBirth asphyxia and birth trauma,,0.6,0.61995,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2001,2001,,AFR,2001,2001,Africa,,,,,ZWE,Zimbabwe,,MONTHS1-59,1-59 months,,,,,,,,CH11,Birth asphyxia and birth traumaBirth asphyxia and birth trauma,,0,0.00892,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2001,2001,,AFR,2001,2001,Africa,,,,,ZWE,Zimbabwe,,YEARS0-4,0-4 years,,,,,,,,CH11,Birth asphyxia and birth traumaBirth asphyxia and birth trauma,,3731,3731.38600,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2001,2001,,AFR,2001,2001,Africa,,,,,ZWE,Zimbabwe,,DAYS0-27,0-27 days,,,,,,,,CH13,"Other communicable, perinatal and nutritional conditionsOther communicable, perinatal and nutritional conditions",,1.5,1.45871,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2001,2001,,AFR,2001,2001,Africa,,,,,ZWE,Zimbabwe,,DAYS0-27,0-27 days,,,,,,,,CH13,"Other communicable, perinatal and nutritional conditionsOther communicable, perinatal and nutritional conditions",,0.1,0.05252,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2001,2001,,AFR,2001,2001,Africa,,,,,ZWE,Zimbabwe,,MONTHS1-59,1-59 months,,,,,,,,CH13,"Other communicable, perinatal and nutritional conditionsOther communicable, perinatal and nutritional conditions",,2049,2048.97100,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2001,2001,,AFR,2001,2001,Africa,,,,,ZWE,Zimbabwe,,MONTHS1-59,1-59 months,,,,,,,,CH13,"Other communicable, perinatal and nutritional conditionsOther communicable, perinatal and nutritional conditions",,4.9,4.94170,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2001,2001,,AFR,2001,2001,Africa,,,,,ZWE,Zimbabwe,,DAYS0-27,0-27 days,,,,,,,,CH16,Other noncommunicable diseasesOther noncommunicable diseases,,2,2.40090,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2001,2001,,AFR,2001,2001,Africa,,,,,ZWE,Zimbabwe,,DAYS0-27,0-27 days,,,,,,,,CH16,Other noncommunicable diseasesOther noncommunicable diseases,,0,0.00579,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2001,2001,,AFR,2001,2001,Africa,,,,,ZWE,Zimbabwe,,DAYS0-27,0-27 days,,,,,,,,CH16,Other noncommunicable diseasesOther noncommunicable diseases,,0,0.00021,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2001,2001,,AFR,2001,2001,Africa,,,,,ZWE,Zimbabwe,,MONTHS1-59,1-59 months,,,,,,,,CH16,Other noncommunicable diseasesOther noncommunicable diseases,,745,744.82880,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2001,2001,,AFR,2001,2001,Africa,,,,,ZWE,Zimbabwe,,YEARS0-4,0-4 years,,,,,,,,CH17,InjuriesInjuries,,0,0.02741,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2002,2002,,AFR,2002,2002,Africa,,,,,ZWE,Zimbabwe,,DAYS0-27,0-27 days,,,,,,,,CH2,HIV/AIDSHIV/AIDS,,140,139.64000,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2002,2002,,AFR,2002,2002,Africa,,,,,ZWE,Zimbabwe,,DAYS0-27,0-27 days,,,,,,,,CH2,HIV/AIDSHIV/AIDS,,0.3,0.33061,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2002,2002,,AFR,2002,2002,Africa,,,,,ZWE,Zimbabwe,,DAYS0-27,0-27 days,,,,,,,,CH2,HIV/AIDSHIV/AIDS,,0,0.01177,,,,,
